event_date,broker_account_id,asset_id,event_type,quantity,price_original,gross_amount_original,currency,fx_to_usd,gross_amount_usd,fees_original,source_file,notes
2023-12-22,schwab_broker,XLE,buy,1.3287,85.4961,113.6,USD,1.0,113.6,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | ENERGY SELECT SECTOR SPDR ETF
2023-12-27,iol_broker,XLE,fee,0.0,0.0,42.14,ARS,0.00102,0.04,42.14,MovimientosHistoricos (1).xls,Mov ID: 72419130 | Pago de Dividendos(XLE) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2023-12-27,iol_broker,XLE,dividend,0.0,0.0,4.21,USD,1.0,4.21,0.0,MovimientosHistoricos (1).xls,Mov ID: 72419129 | Pago de Dividendos(XLE US$) | Inversion Argentina Dolares
2023-12-28,schwab_broker,-,interest,0.0,0.0,0.58,USD,1.0,0.58,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 11/29-12/27
2023-12-28,schwab_broker,-,fee,0.0,0.0,0.17,USD,1.0,0.17,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 11/29-12/27
2024-01-01,iol_broker,-,interest,0.0,0.0,0.03,USD,1.0,0.03,0.0,MovimientosHistoricos (1).xls,Mov ID: 30184062 | Cr&#233;dito | Inversion Argentina Dolares
2024-01-01,iol_broker,-,interest,0.0,0.0,323.48,ARS,0.00102,0.33,0.0,MovimientosHistoricos (1).xls,Mov ID: 29677351 | Cr&#233;dito | Inversion Argentina Pesos
2024-01-02,iol_broker,SPY,sell,15.0,23340.0,350100.0,ARS,0.00102,357.1,2457.01,OperacionesFinalizadas (3).xls,Boleto: 26946 | Mercado: BCBA | Cedear Spdr S&amp;P 500
2024-01-05,iol_broker,-,withdrawal,0.0,0.0,350000.0,ARS,0.00102,357.0,0.0,MovimientosHistoricos (1).xls,Mov ID: 30423097 | Extracci&#243;n de Fondos - Transferencia Electr&#243;nica - BANCO DE GALICIA Y BUENOS AIRES S.A. | Inversion Argentina Pesos
2024-01-30,schwab_broker,-,interest,0.0,0.0,0.66,USD,1.0,0.66,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 12/28-01/29
2024-01-30,schwab_broker,-,fee,0.0,0.0,0.19,USD,1.0,0.19,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 12/28-01/29
2024-01-31,schwab_broker,SPY,fee,0.0,0.0,24.02,USD,1.0,24.02,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Pr Yr NRA Tax | SPDR S&P ...500 ETF
2024-01-31,schwab_broker,SPY,dividend,0.0,0.0,80.06,USD,1.0,80.06,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Pr Yr Cash Div | SPDR S&P ...500 ETF
2024-02-01,iol_broker,SPY,dividend,0.0,0.0,28.25,USD,1.0,28.25,0.24,MovimientosHistoricos (1).xls,Mov ID: 76934205 | Pago de Dividendos(SPY) | Inversion Estados Unidos Dolares
2024-02-01,iol_broker,-,interest,0.0,0.0,0.03,USD,1.0,0.03,0.0,MovimientosHistoricos (1).xls,Mov ID: 32052377 | Cr&#233;dito | Inversion Argentina Dolares
2024-02-01,iol_broker,-,interest,0.0,0.0,564.06,ARS,0.000952,0.54,0.0,MovimientosHistoricos (1).xls,Mov ID: 31690666 | Cr&#233;dito | Inversion Argentina Pesos
2024-02-05,iol_broker,SPY,fee,0.0,0.0,99.7,ARS,0.000952,0.09,99.7,MovimientosHistoricos (1).xls,Mov ID: 77296539 | Pago de Dividendos(SPY) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2024-02-05,iol_broker,SPY,dividend,0.0,0.0,9.74,USD,1.0,9.74,0.0,MovimientosHistoricos (1).xls,Mov ID: 77296538 | Pago de Dividendos(SPY US$) | Inversion Argentina Dolares
2024-02-07,schwab_broker,SCHZ,dividend,0.0,0.0,18.59,USD,1.0,18.59,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US AGGREGATE BONDETF
2024-02-07,schwab_broker,SCHZ,fee,0.0,0.0,5.58,USD,1.0,5.58,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2024-02-08,schwab_broker,SCHZ,buy,0.2835,45.89,13.01,USD,1.0,13.01,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US AGGREGATE BONDETF
2024-02-27,iol_broker,AAPL,fee,0.0,0.0,5.31,ARS,0.000952,0.01,5.31,MovimientosHistoricos (1).xls,Mov ID: 79448244 | Pago de Dividendos(AAPL) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2024-02-27,iol_broker,AAPL,dividend,0.0,0.0,0.51,USD,1.0,0.51,0.0,MovimientosHistoricos (1).xls,Mov ID: 79448243 | Pago de Dividendos(AAPL US$) | Inversion Argentina Dolares
2024-02-28,schwab_broker,-,fee,0.0,0.0,0.17,USD,1.0,0.17,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 01/30-02/27
2024-02-28,schwab_broker,-,interest,0.0,0.0,0.58,USD,1.0,0.58,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 01/30-02/27
2024-03-01,iol_broker,-,interest,0.0,0.0,0.03,USD,1.0,0.03,0.0,MovimientosHistoricos (1).xls,Mov ID: 33787415 | Cr&#233;dito | Inversion Argentina Dolares
2024-03-01,iol_broker,-,interest,0.0,0.0,220.94,ARS,0.000952,0.21,0.0,MovimientosHistoricos (1).xls,Mov ID: 33694373 | Cr&#233;dito | Inversion Argentina Pesos
2024-03-07,schwab_broker,SCHZ,dividend,0.0,0.0,17.04,USD,1.0,17.04,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US AGGREGATE BONDETF
2024-03-07,schwab_broker,SCHZ,fee,0.0,0.0,5.11,USD,1.0,5.11,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2024-03-08,schwab_broker,SCHZ,buy,0.2584,46.16,11.93,USD,1.0,11.93,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US AGGREGATE BONDETF
2024-03-21,schwab_broker,XLE,fee,0.0,0.0,44.84,USD,1.0,44.84,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | ENERGY SELECT SECTOR SPDR ETF
2024-03-21,schwab_broker,XLE,dividend,0.0,0.0,149.46,USD,1.0,149.46,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | ENERGY SELECT SECTOR SPDR ETF
2024-03-21,schwab_broker,XLE,buy,1.129,92.67,104.62,USD,1.0,104.62,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | ENERGY SELECT SECTOR SPDR ETF
2024-03-25,schwab_broker,SCHB,fee,0.0,0.0,5.65,USD,1.0,5.65,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US BROAD MARKET ETF
2024-03-25,schwab_broker,SCHB,dividend,0.0,0.0,18.82,USD,1.0,18.82,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US BROAD MARKET ETF
2024-03-26,schwab_broker,SCHB,buy,0.2169,60.72,13.17,USD,1.0,13.17,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US BROAD MARKET ETF
2024-03-27,schwab_broker,-,fee,0.0,0.0,0.16,USD,1.0,0.16,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 02/28-03/26
2024-03-27,schwab_broker,-,interest,0.0,0.0,0.56,USD,1.0,0.56,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 02/28-03/26
2024-04-01,iol_broker,-,interest,0.0,0.0,0.04,USD,1.0,0.04,0.0,MovimientosHistoricos (1).xls,Mov ID: 35584499 | Cr&#233;dito | Inversion Argentina Dolares
2024-04-01,iol_broker,-,interest,0.0,0.0,197.55,ARS,0.000926,0.18,0.0,MovimientosHistoricos (1).xls,Mov ID: 35383434 | Cr&#233;dito | Inversion Argentina Pesos
2024-04-02,iol_broker,XLE,fee,0.0,0.0,40.81,ARS,0.000926,0.04,40.81,MovimientosHistoricos (1).xls,Mov ID: 82729296 | Pago de Dividendos(XLE) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2024-04-02,iol_broker,XLE,dividend,0.0,0.0,3.85,USD,1.0,3.85,0.0,MovimientosHistoricos (1).xls,Mov ID: 82729295 | Pago de Dividendos(XLE US$) | Inversion Argentina Dolares
2024-04-05,schwab_broker,SCHZ,fee,0.0,0.0,5.36,USD,1.0,5.36,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2024-04-05,schwab_broker,SCHZ,dividend,0.0,0.0,17.88,USD,1.0,17.88,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US AGGREGATE BONDETF
2024-04-08,schwab_broker,SCHZ,buy,0.2759,45.38,12.52,USD,1.0,12.52,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US AGGREGATE BONDETF
2024-04-29,schwab_broker,-,interest,0.0,0.0,0.66,USD,1.0,0.66,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 03/27-04/28
2024-04-29,schwab_broker,-,fee,0.0,0.0,0.19,USD,1.0,0.19,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 03/27-04/28
2024-04-30,schwab_broker,SPY,dividend,0.0,0.0,66.99,USD,1.0,66.99,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Cash Dividend | SPDR S&P ...500 ETF
2024-04-30,schwab_broker,SPY,fee,0.0,0.0,20.1,USD,1.0,20.1,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SPDR S&P ...500 ETF
2024-05-01,iol_broker,-,interest,0.0,0.0,0.15,USD,1.0,0.15,0.0,MovimientosHistoricos (1).xls,Mov ID: 37290049 | Cr&#233;dito | Inversion Argentina Dolares
2024-05-01,iol_broker,-,interest,0.0,0.0,139.48,ARS,0.000926,0.13,0.0,MovimientosHistoricos (1).xls,Mov ID: 36997699 | Cr&#233;dito | Inversion Argentina Pesos
2024-05-02,iol_broker,SPY,fee,0.0,0.0,113.32,ARS,0.000926,0.1,113.32,MovimientosHistoricos (1).xls,Mov ID: 86020769 | Pago de Dividendos(SPY) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2024-05-02,iol_broker,SPY,dividend,0.0,0.0,7.31,USD,1.0,7.31,0.0,MovimientosHistoricos (1).xls,Mov ID: 86020768 | Pago de Dividendos(SPY US$) | Inversion Argentina Dolares
2024-05-07,schwab_broker,SCHZ,buy,0.2677,45.32,12.13,USD,1.0,12.13,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US AGGREGATE BONDETF
2024-05-07,schwab_broker,SCHZ,fee,0.0,0.0,5.2,USD,1.0,5.2,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2024-05-07,schwab_broker,SCHZ,dividend,0.0,0.0,17.33,USD,1.0,17.33,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US AGGREGATE BONDETF
2024-05-17,iol_broker,AAPL,fee,0.0,0.0,0.61,ARS,0.000769,0.0,0.61,MovimientosHistoricos (1).xls,Mov ID: 87904995 | Pago de Dividendos(AAPL) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2024-05-17,iol_broker,AAPL,dividend,0.0,0.0,0.53,USD,1.0,0.53,0.0,MovimientosHistoricos (1).xls,Mov ID: 87904994 | Pago de Dividendos(AAPL US$) | Inversion Argentina Dolares
2024-05-30,schwab_broker,-,interest,0.0,0.0,0.62,USD,1.0,0.62,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 04/29-05/29
2024-05-30,schwab_broker,-,fee,0.0,0.0,0.18,USD,1.0,0.18,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 04/29-05/29
2024-06-01,iol_broker,-,interest,0.0,0.0,0.17,USD,1.0,0.17,0.0,MovimientosHistoricos (1).xls,Mov ID: 39250391 | Cr&#233;dito | Inversion Argentina Dolares
2024-06-01,iol_broker,-,interest,0.0,0.0,35.61,ARS,0.000769,0.03,0.0,MovimientosHistoricos (1).xls,Mov ID: 38586851 | Cr&#233;dito | Inversion Argentina Pesos
2024-06-07,schwab_broker,SCHZ,fee,0.0,0.0,5.97,USD,1.0,5.97,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2024-06-07,schwab_broker,SCHZ,dividend,0.0,0.0,19.89,USD,1.0,19.89,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US AGGREGATE BONDETF
2024-06-07,schwab_broker,SCHZ,buy,0.3067,45.38,13.92,USD,1.0,13.92,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US AGGREGATE BONDETF
2024-06-10,schwab_broker,-,deposit,0.0,0.0,5000.0,USD,1.0,5000.0,0.0,Individual_XXX938_Transactions_20260916-111746.csv,"Action: MoneyLink Transfer | Tfr BANK OF AMERICA, N | Original Date: 06/11/2024 as of 06/10/2024"
2024-06-11,schwab_broker,-,withdrawal,0.0,0.0,5000.0,USD,1.0,5000.0,0.0,Individual_XXX938_Transactions_20260916-111746.csv,"Action: MoneyLink Adj | Tfr BANK OF AMERICA, N | Original Date: 06/13/2024 as of 06/11/2024"
2024-06-13,schwab_broker,SCHB,buy,100.0,62.85,6285.0,USD,1.0,6285.0,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Buy | SCHWAB US BROAD MARKET ETF
2024-06-20,schwab_broker,SCHB,sell,73.0,63.3174,4597.03,USD,1.0,4597.03,25.14,Individual_XXX938_Transactions_20260916-111746.csv,Action: Sell | SCHWAB US BROAD MARKET ETF
2024-06-20,schwab_broker,-,deposit,0.0,0.0,5000.0,USD,1.0,5000.0,0.0,Individual_XXX938_Transactions_20260916-111746.csv,"Action: MoneyLink Transfer | Tfr BANK OF AMERICA, N | Original Date: 06/21/2024 as of 06/20/2024"
2024-06-21,schwab_broker,-,withdrawal,0.0,0.0,5000.0,USD,1.0,5000.0,0.0,Individual_XXX938_Transactions_20260916-111746.csv,"Action: MoneyLink Adj | Tfr BANK OF AMERICA, N | Original Date: 06/25/2024 as of 06/21/2024"
2024-06-26,schwab_broker,XLE,fee,0.0,0.0,43.91,USD,1.0,43.91,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | ENERGY SELECT SECTOR SPDR ETF
2024-06-26,schwab_broker,XLE,dividend,0.0,0.0,146.38,USD,1.0,146.38,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | ENERGY SELECT SECTOR SPDR ETF
2024-06-26,schwab_broker,XLE,buy,1.13,90.6799,102.47,USD,1.0,102.47,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | ENERGY SELECT SECTOR SPDR ETF
2024-06-27,iol_broker,XBI,dividend,0.0,0.0,0.46,USD,1.0,0.46,0.0,MovimientosHistoricos (1).xls,Mov ID: 92530070 | Pago de Dividendos(XBI) | Inversion Estados Unidos Dolares
2024-06-27,iol_broker,XLE,fee,0.0,0.0,42.18,ARS,0.000769,0.03,42.18,MovimientosHistoricos (1).xls,Mov ID: 92457294 | Pago de Dividendos(XLE) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2024-06-27,iol_broker,XLE,dividend,0.0,0.0,3.75,USD,1.0,3.75,0.0,MovimientosHistoricos (1).xls,Mov ID: 92457293 | Pago de Dividendos(XLE US$) | Inversion Argentina Dolares
2024-06-27,schwab_broker,-,fee,0.0,0.0,0.16,USD,1.0,0.16,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 05/30-06/26
2024-06-27,schwab_broker,-,interest,0.0,0.0,0.54,USD,1.0,0.54,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 05/30-06/26
2024-06-28,iol_broker,SPY,dividend,0.0,0.0,23.71,USD,1.0,23.71,0.21,MovimientosHistoricos (1).xls,Mov ID: 92601612 | Pago de Dividendos(SPY) | Inversion Estados Unidos Dolares
2024-06-28,schwab_broker,-,fee,0.0,0.0,0.07,USD,1.0,0.07,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | TAX WITHHELD S1INT ADJ | Original Date: 07/01/2024 as of 06/28/2024
2024-06-28,schwab_broker,-,interest,0.0,0.0,0.24,USD,1.0,0.24,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Interest Adj | 06/21-06/26 ADJ S1 INT | Original Date: 07/01/2024 as of 06/28/2024
2024-07-01,iol_broker,-,interest,0.0,0.0,0.17,USD,1.0,0.17,0.0,MovimientosHistoricos (1).xls,Mov ID: 41111998 | Cr&#233;dito | Inversion Argentina Dolares
2024-07-01,iol_broker,-,interest,0.0,0.0,20.61,ARS,0.000769,0.02,0.0,MovimientosHistoricos (1).xls,Mov ID: 40520844 | Cr&#233;dito | Inversion Argentina Pesos
2024-07-01,schwab_broker,SCHF,buy,1.0096,38.52,38.89,USD,1.0,38.89,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB INTERNATIONAL EQUITY ETF
2024-07-01,schwab_broker,SCHB,buy,0.2899,62.84,18.22,USD,1.0,18.22,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US BROAD MARKET ETF
2024-07-01,schwab_broker,SCHF,fee,0.0,0.0,16.67,USD,1.0,16.67,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB INTERNATIONAL EQUITY ETF
2024-07-01,schwab_broker,SCHB,dividend,0.0,0.0,26.03,USD,1.0,26.03,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US BROAD MARKET ETF
2024-07-01,schwab_broker,SCHB,fee,0.0,0.0,7.81,USD,1.0,7.81,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US BROAD MARKET ETF
2024-07-01,schwab_broker,SCHF,dividend,0.0,0.0,55.56,USD,1.0,55.56,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB INTERNATIONAL EQUITY ETF
2024-07-02,iol_broker,GOOGL,fee,0.0,0.0,20.98,ARS,0.000769,0.02,20.98,MovimientosHistoricos (1).xls,Mov ID: 93025126 | Pago de Dividendos(GOOGL) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2024-07-02,iol_broker,GOOGL,dividend,0.0,0.0,1.86,USD,1.0,1.86,0.0,MovimientosHistoricos (1).xls,Mov ID: 93025125 | Pago de Dividendos(GOOGL US$) | Inversion Argentina Dolares
2024-07-08,schwab_broker,SCHZ,fee,0.0,0.0,5.07,USD,1.0,5.07,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2024-07-08,schwab_broker,SCHZ,dividend,0.0,0.0,16.91,USD,1.0,16.91,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US AGGREGATE BONDETF
2024-07-08,schwab_broker,SCHZ,buy,0.2586,45.79,11.84,USD,1.0,11.84,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US AGGREGATE BONDETF
2024-07-31,schwab_broker,SPY,dividend,0.0,0.0,73.88,USD,1.0,73.88,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Cash Dividend | SPDR S&P ...500 ETF
2024-07-31,schwab_broker,SPY,fee,0.0,0.0,22.16,USD,1.0,22.16,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SPDR S&P ...500 ETF
2024-08-01,iol_broker,SPY,dividend,0.0,0.0,26.16,USD,1.0,26.16,0.22,MovimientosHistoricos (1).xls,Mov ID: 97572863 | Pago de Dividendos(SPY) | Inversion Estados Unidos Dolares
2024-08-01,iol_broker,-,interest,0.0,0.0,0.18,USD,1.0,0.18,0.0,MovimientosHistoricos (1).xls,Mov ID: 43750534 | Cr&#233;dito | Inversion Argentina Dolares
2024-08-01,iol_broker,-,interest,0.0,0.0,21.21,ARS,0.000758,0.02,0.0,MovimientosHistoricos (1).xls,Mov ID: 42839802 | Cr&#233;dito | Inversion Argentina Pesos
2024-08-03,iol_broker,SPY,fee,0.0,0.0,92.99,ARS,0.000758,0.07,92.99,MovimientosHistoricos (1).xls,Mov ID: 97755512 | Pago de Dividendos(SPY) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2024-08-03,iol_broker,SPY,dividend,0.0,0.0,8.06,USD,1.0,8.06,0.0,MovimientosHistoricos (1).xls,Mov ID: 97755511 | Pago de Dividendos(SPY US$) | Inversion Argentina Dolares
2024-08-07,schwab_broker,SCHZ,buy,0.2778,46.72,12.98,USD,1.0,12.98,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US AGGREGATE BONDETF
2024-08-07,schwab_broker,SCHZ,fee,0.0,0.0,5.57,USD,1.0,5.57,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2024-08-07,schwab_broker,SCHZ,dividend,0.0,0.0,18.55,USD,1.0,18.55,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US AGGREGATE BONDETF
2024-08-14,iol_broker,XLE,sell,6.0,56500.0,339000.0,ARS,0.000758,256.96,2379.1,OperacionesFinalizadas (3).xls,Boleto: 17626029 | Mercado: BCBA | Cedear Energy Select Sector Sp
2024-08-14,iol_broker,-,withdrawal,0.0,0.0,344871.0,ARS,0.000758,261.41,0.0,MovimientosHistoricos (1).xls,Mov ID: 44414131 | Extracci&#243;n de Fondos - Transferencia Electr&#243;nica - BANCO DE GALICIA Y BUENOS AIRES S.A. | Inversion Argentina Pesos
2024-08-17,iol_broker,AAPL,fee,0.0,0.0,6.17,ARS,0.000758,0.0,6.17,MovimientosHistoricos (1).xls,Mov ID: 99559039 | Pago de Dividendos(AAPL) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2024-08-17,iol_broker,AAPL,dividend,0.0,0.0,0.53,USD,1.0,0.53,0.0,MovimientosHistoricos (1).xls,Mov ID: 99559038 | Pago de Dividendos(AAPL US$) | Inversion Argentina Dolares
2024-08-23,schwab_broker,SCHB,buy,152.0,65.125,9899.0,USD,1.0,9899.0,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Buy | SCHWAB US BROAD MARKET ETF
2024-08-23,schwab_broker,-,deposit,0.0,0.0,10000.0,USD,1.0,10000.0,0.0,Individual_XXX938_Transactions_20260916-111746.csv,"Action: MoneyLink Transfer | Tfr CITIBANK NA, NOT AVAILABLE | Original Date: 08/26/2024 as of 08/23/2024"
2024-08-29,schwab_broker,-,deposit,0.0,0.0,12000.0,USD,1.0,12000.0,0.0,Individual_XXX938_Transactions_20260916-111746.csv,"Action: MoneyLink Transfer | Tfr Citibank NA, NOT AVAILABLE | Original Date: 08/30/2024 as of 08/29/2024"
2024-08-30,schwab_broker,SCHF,buy,145.0,40.79,5914.55,USD,1.0,5914.55,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Buy | SCHWAB INTERNATIONAL EQUITY ETF
2024-08-30,schwab_broker,SCHB,buy,95.0,65.03,6177.85,USD,1.0,6177.85,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Buy | SCHWAB US BROAD MARKET ETF
2024-09-01,iol_broker,-,interest,0.0,0.0,0.2,USD,1.0,0.2,0.0,MovimientosHistoricos (1).xls,Mov ID: 46125800 | Cr&#233;dito | Inversion Argentina Dolares
2024-09-01,iol_broker,-,interest,0.0,0.0,8.85,ARS,0.000758,0.01,0.0,MovimientosHistoricos (1).xls,Mov ID: 45811218 | Cr&#233;dito | Inversion Argentina Pesos
2024-09-09,schwab_broker,SCHZ,fee,0.0,0.0,5.96,USD,1.0,5.96,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2024-09-09,schwab_broker,SCHZ,dividend,0.0,0.0,19.88,USD,1.0,19.88,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US AGGREGATE BONDETF
2024-09-09,schwab_broker,SCHZ,buy,0.2931,47.5,13.92,USD,1.0,13.92,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US AGGREGATE BONDETF
2024-09-17,iol_broker,GOOGL,fee,0.0,0.0,22.46,ARS,0.000758,0.02,22.46,MovimientosHistoricos (1).xls,Mov ID: 103151632 | Pago de Dividendos(GOOGL) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2024-09-17,iol_broker,GOOGL,dividend,0.0,0.0,1.89,USD,1.0,1.89,0.0,MovimientosHistoricos (1).xls,Mov ID: 103151631 | Pago de Dividendos(GOOGL US$) | Inversion Argentina Dolares
2024-09-25,schwab_broker,XLE,buy,1.1896,88.14,104.85,USD,1.0,104.85,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | ENERGY SELECT SECTOR SPDR ETF
2024-09-25,schwab_broker,XLE,fee,0.0,0.0,44.94,USD,1.0,44.94,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | ENERGY SELECT SECTOR SPDR ETF
2024-09-25,schwab_broker,XLE,dividend,0.0,0.0,149.79,USD,1.0,149.79,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | ENERGY SELECT SECTOR SPDR ETF
2024-09-26,iol_broker,XLE,fee,0.0,0.0,9.09,ARS,0.000758,0.01,9.09,MovimientosHistoricos (1).xls,Mov ID: 103999344 | Pago de Dividendos(XLE) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2024-09-26,iol_broker,XLE,dividend,0.0,0.0,2.29,USD,1.0,2.29,0.0,MovimientosHistoricos (1).xls,Mov ID: 103999343 | Pago de Dividendos(XLE US$) | Inversion Argentina Dolares
2024-09-26,iol_broker,XBI,dividend,0.0,0.0,0.06,USD,1.0,0.06,0.0,MovimientosHistoricos (1).xls,Mov ID: 103997090 | Pago de Dividendos(XBI) | Inversion Estados Unidos Dolares
2024-09-27,schwab_broker,-,interest,0.0,0.0,0.6,USD,1.0,0.6,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 08/29-09/26
2024-09-27,schwab_broker,-,fee,0.0,0.0,0.18,USD,1.0,0.18,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 08/29-09/26
